run,policy,step,scene_id,choice_id,primary,secondary,pw,sw,delta,totals,final_normalized,top3
run_58709,,1,mirror_pool,wait_silently,Rigidity,,0.2,0.0,"{""Rigidity"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.0, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.0, ""Fear"": 0.0, ""Hubris"": 0.0, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.0}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,2,whisper_gallery,confront_portrait,Wrath,Control,0.2,0.1,"{""Control"": 0.1, ""Wrath"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.1, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.0, ""Fear"": 0.0, ""Hubris"": 0.0, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.2}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,3,shattered_clock,smash_clock,Wrath,Impulsivity,0.2,0.0,"{""Wrath"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.1, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.0, ""Fear"": 0.0, ""Hubris"": 0.0, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,4,twin_scholar,challenge_claim,Envy,Hubris,0.8,0.0,"{""Envy"": 0.8}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.1, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.8, ""Fear"": 0.0, ""Hubris"": 0.0, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,5,confessing_mirror,praise_reflection,Hubris,Deception,0.2,0.0,"{""Hubris"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.1, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.8, ""Fear"": 0.0, ""Hubris"": 0.2, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,6,wandering_doppelganger,block_path,Hubris,Control,0.2,0.0,"{""Hubris"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.1, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.8, ""Fear"": 0.0, ""Hubris"": 0.4, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,7,frozen_echo,overpower_echo,Control,Hubris,0.2,0.0,"{""Control"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.30000000000000004, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.8, ""Fear"": 0.0, ""Hubris"": 0.4, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,8,mask_market,remove_mask,Fear,Hubris,0.5,0.0,"{""Fear"": 0.5}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.30000000000000004, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.8, ""Fear"": 0.5, ""Hubris"": 0.4, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,9,echo_parlor,hum_a_tune,Apathy,,0.0,0.0,{},"{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.30000000000000004, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.8, ""Fear"": 0.5, ""Hubris"": 0.4, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,10,labyrinth_library,browse_and_leave,Apathy,,0.0,0.0,{},"{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.30000000000000004, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.8, ""Fear"": 0.5, ""Hubris"": 0.4, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,11,phantom_mentor,decline_offer,Fear,,0.2,0.0,"{""Fear"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.30000000000000004, ""Cynicism"": 0.0, ""Deception"": 0.0, ""Envy"": 0.8, ""Fear"": 0.7, ""Hubris"": 0.4, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,12,riddle_pond,answer_riddle,Deception,Hubris,0.5,0.2,"{""Deception"": 0.5, ""Hubris"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.30000000000000004, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 0.8, ""Fear"": 0.7, ""Hubris"": 0.6000000000000001, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,13,wounded_boar,bind_wound,Apathy,,0.0,0.0,{},"{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.30000000000000004, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 0.8, ""Fear"": 0.7, ""Hubris"": 0.6000000000000001, ""Impulsivity"": 0.0, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,14,caged_lion,open_gate,Impulsivity,,0.2,0.0,"{""Impulsivity"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.30000000000000004, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 0.8, ""Fear"": 0.7, ""Hubris"": 0.6000000000000001, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,15,trembling_hare,command_hare,Control,Hubris,0.2,0.0,"{""Control"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.5, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 0.8, ""Fear"": 0.7, ""Hubris"": 0.6000000000000001, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,16,shadow_wolves,stand_down,Apathy,,0.0,0.0,{},"{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.5, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 0.8, ""Fear"": 0.7, ""Hubris"": 0.6000000000000001, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.4}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,17,coiled_serpent,seize_serpent,Wrath,Control,0.2,0.0,"{""Wrath"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.5, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 0.8, ""Fear"": 0.7, ""Hubris"": 0.6000000000000001, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,18,rampaging_bull,grab_horns,Control,Hubris,0.2,0.0,"{""Control"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.7, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 0.8, ""Fear"": 0.7, ""Hubris"": 0.6000000000000001, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,19,jealous_raven,snatch_treasure,Envy,Avarice,0.8,0.0,"{""Envy"": 0.8}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.7, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 1.6, ""Fear"": 0.7, ""Hubris"": 0.6000000000000001, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,20,sleeping_dragon,watch_slumber,Apathy,,0.0,0.0,{},"{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 0.7, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 1.6, ""Fear"": 0.7, ""Hubris"": 0.6000000000000001, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,21,verdict_pit,command_submission,Control,Hubris,0.5,0.2,"{""Control"": 0.5, ""Hubris"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 1.2, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 1.6, ""Fear"": 0.7, ""Hubris"": 0.8, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.2, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,22,feeding_pit,ration_food,Control,Rigidity,0.4,0.1,"{""Control"": 0.4, ""Rigidity"": 0.1}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 1.6, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 1.6, ""Fear"": 0.7, ""Hubris"": 0.8, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.30000000000000004, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,23,blood_vow,refuse_oath,Fear,,0.2,0.0,"{""Fear"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 1.6, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.8, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.30000000000000004, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,24,mirror_chimera,reach_out,Apathy,,0.0,0.0,{},"{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 1.6, ""Cynicism"": 0.0, ""Deception"": 0.5, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.8, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.30000000000000004, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,25,sealed_letter,read_secret,Deception,Hubris,0.2,0.1,"{""Deception"": 0.2, ""Hubris"": 0.1}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 1.6, ""Cynicism"": 0.0, ""Deception"": 0.7, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.30000000000000004, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,26,siren_fruit,walk_past,Control,,0.2,0.0,"{""Control"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 1.8, ""Cynicism"": 0.0, ""Deception"": 0.7, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.30000000000000004, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,27,oathbound_statue,renew_oath,Control,Rigidity,0.2,0.1,"{""Control"": 0.2, ""Rigidity"": 0.1}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.0, ""Cynicism"": 0.0, ""Deception"": 0.7, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.4, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,28,curtain_conclave,announce_self,Apathy,,0.0,0.0,{},"{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.0, ""Cynicism"": 0.0, ""Deception"": 0.7, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.2, ""Moodiness"": 0.0, ""Rigidity"": 0.4, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,29,storm_door,open_anyway,Moodiness,Impulsivity,0.5,0.0,"{""Moodiness"": 0.5}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.0, ""Cynicism"": 0.0, ""Deception"": 0.7, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.2, ""Moodiness"": 0.5, ""Rigidity"": 0.4, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,30,luring_key,snatch_key,Impulsivity,Avarice,0.2,0.0,"{""Impulsivity"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.0, ""Cynicism"": 0.0, ""Deception"": 0.7, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.4, ""Moodiness"": 0.5, ""Rigidity"": 0.4, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,31,envy_shrine,light_candle,Apathy,,0.0,0.0,{},"{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.0, ""Cynicism"": 0.0, ""Deception"": 0.7, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.4, ""Moodiness"": 0.5, ""Rigidity"": 0.4, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,32,tattered_standard,raise_banner,Control,Hubris,0.2,0.0,"{""Control"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.2, ""Cynicism"": 0.0, ""Deception"": 0.7, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.4, ""Moodiness"": 0.5, ""Rigidity"": 0.4, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,33,clandestine_feast,serve_host,Control,Rigidity,0.5,0.2,"{""Control"": 0.5, ""Rigidity"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.7, ""Cynicism"": 0.0, ""Deception"": 0.7, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.4, ""Moodiness"": 0.5, ""Rigidity"": 0.6000000000000001, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,34,whistling_chasm,listen_wind,Apathy,,0.0,0.0,{},"{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.7, ""Cynicism"": 0.0, ""Deception"": 0.7, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.4, ""Moodiness"": 0.5, ""Rigidity"": 0.6000000000000001, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,35,whisper_court,spread_rumor,Deception,Cynicism,0.5,0.2,"{""Cynicism"": 0.2, ""Deception"": 0.5}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.7, ""Cynicism"": 0.2, ""Deception"": 1.2, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.4, ""Moodiness"": 0.5, ""Rigidity"": 0.6000000000000001, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,36,tempting_contract,sign_name,Deception,Avarice,0.2,0.0,"{""Deception"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.7, ""Cynicism"": 0.2, ""Deception"": 1.4, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 0.9, ""Impulsivity"": 0.4, ""Moodiness"": 0.5, ""Rigidity"": 0.6000000000000001, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
run_58709,,37,echoing_well,lie_to_well,Deception,Hubris,0.5,0.2,"{""Deception"": 0.5, ""Hubris"": 0.2}","{""Apathy"": 0.0, ""Avarice"": 0.0, ""Control"": 2.7, ""Cynicism"": 0.2, ""Deception"": 1.9, ""Envy"": 1.6, ""Fear"": 0.8999999999999999, ""Hubris"": 1.1, ""Impulsivity"": 0.4, ""Moodiness"": 0.5, ""Rigidity"": 0.6000000000000001, ""Wrath"": 0.6000000000000001}","{""Control"": 25.0, ""Cynicism"": 1.0, ""Deception"": 18.0, ""Envy"": 15.0, ""Fear"": 8.0, ""Hubris"": 10.0, ""Impulsivity"": 3.0, ""Moodiness"": 4.0, ""Rigidity"": 5.0, ""Wrath"": 5.0}","[""Control"", ""Deception"", ""Envy""]"
